type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,2819019,Jeff  Anderson and Saeed  Salem and Hyunsook  Do,,,,Striving for Failure: An Industrial Case Study About Test Failure Prediction,49--58,,10,"case study, data-mining software repositories, regression testing, test failure prediction",,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819033,David  Maplesden and Karl  von Randow and Ewan  Tempero and John  Hosking and John  Grundy,,,,Performance Analysis Using Subsuming Methods: An Industrial Case Study,149--158,,10,"object oriented software, performance analysis, runtime bloat, subsuming methods",,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819072,Judith  Bishop and R. Nigel Horspool and Tao  Xie and Nikolai  Tillmann and Jonathan  de Halleux,,,,Code Hunt: Experience with Coding Contests at Scale,398--407,,10,"code hunt game, programming contests, symbolic execution, unit tests",,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819042,Megan  Squire,,,,Should We Move to Stack Overflow?: Measuring the Utility of Social Media for Developer Support,219--228,,10,"developer support, forums, mailing list, metrics, quality, social media, stack overflow, technical support",,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819025,Bora  Caglayan and Burak  Turhan and Ayse  Bener and Mayy  Habayeb and Andriy  Miransky and Enzo  Cialini,,,,Merits of Organizational Metrics in Defect Prediction: An Industrial Replication,89--98,,10,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819037,Rick  Kazman and Yuanfang  Cai and Ran  Mo and Qiong  Feng and Lu  Xiao and Serge  Haziyev and Volodymyr  Fedak and Andriy  Shapochka,,,,A Case Study in Locating the Architectural Roots of Technical Debt,179--188,,10,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819023,Luciano  Baresi and Laurent-Walter  Goix and Sam  Guinea and Valerio Panzica La Manna and Jacopo  Aliprandi and Dario  Archetti,,,,SPF: A Middleware for Social Interaction in Mobile Proximity Environments,79--88,,10,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819034,King Chun Foo and Zhen Ming (Jack) Jiang and Bram  Adams and Ahmed E. Hassan and Ying  Zou and Parminder  Flora,,,,An Industrial Case Study on the Automated Detection of Performance Regressions in Heterogeneous Environments,159--168,,10,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819064,Elizabeth Suesc&#250;n Monsalve and Julio Cesar Sarnpaio do Prado Leite and Vera Maria B. Werneck,,,,Transparently Teaching in the Context of Game-based Learning: The Case of simulES-W,343--352,,10,"SimulES-W, games-based learning, pedagogy, transparency",,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819030,Mikael  Lindvall and Dharmalingam  Ganesan and Ragnar  &#193;rdal and Robert E. Wiegand,,,,Metamorphic Model-based Testing Applied on NASA DAT: An Experience Report,129--138,,10,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819013,Felienne  Hermans and Emerson  Murphy-Hill,,,,Enron's Spreadsheets and Related Emails: A Dataset and Analysis,7--16,,10,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819071,Jaejoon  Lee and Gerald  Kotonya and Jon  Whittle and Christopher  Bull,,,,Software Design Studio: A Practical Example,389--397,,9,"reflective teaching approach, software design studio, software engineering education",,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819052,Claudia  Szabo,,,,Novice Code Understanding Strategies During a Software Maintenance Assignment,276--284,,9,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2819070,Rebecca  Vivian and Hamid  Tarmazdi and Katrina  Falkner and Nickolas  Falkner and Claudia  Szabo,,,,The Development of a Dashboard Tool for Visualising Online Teamwork Discussions,380--388,,9,,,,,,,,,2015,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA"
article,2884798,Michael  Coblenz and Joshua  Sunshine and Jonathan  Aldrich and Brad  Myers and Sam  Weber and Forrest  Shull,,,,Exploring Language Support for Immutability,736--747,,12,"empirical studies of programmers, immutability, mutability, programmer productivity, programming language design, programming language usability",10.1145/2884781.2884798,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884882,Michael D. Ernst and Alberto  Lovato and Damiano  Macedonio and Fausto  Spoto and Javier  Thaine,,,,Locking Discipline Inference and Checking,1133--1144,,12,,10.1145/2884781.2884882,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884782,Konrad  Jamrozik and Philipp  von Styp-Rekowsky and Andreas  Zeller,,,,Mining Sandboxes,37--48,,12,,10.1145/2884781.2884782,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884830,Federica  Sarro and Alessio  Petrozziello and Mark  Harman,,,,Multi-objective Software Effort Estimation,619--630,,12,"confidence interval, estimates uncertainty, multi-objective evolutionary algorithm, software effort estimation",10.1145/2884781.2884830,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884825,Ran  Mo and Yuanfang  Cai and Rick  Kazman and Lu  Xiao and Qiong  Feng,,,,Decoupling Level: A New Metric for Architectural Maintenance Complexity,499--510,,12,"software architecture, software metrics, software quality",10.1145/2884781.2884825,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884811,Jeff  Huang,,,,Scalable Thread Sharing Analysis,1097--1108,,12,,10.1145/2884781.2884811,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884821,Xavier  Devroey and Gilles  Perrouin and Mike  Papadakis and Axel  Legay and Pierre-Yves  Schobbens and Patrick  Heymans,,,,Featured Model-based Mutation Analysis,655--666,,12,"featured transition systems, mutation analysis, variability",10.1145/2884781.2884821,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884802,Jongwook  Kim and Don  Batory and Danny  Dig and Maider  Azanza,,,,Improving Refactoring Speed by 10X,1145--1156,,12,,10.1145/2884781.2884802,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884815,Guido  Salvaneschi and Mira  Mezini,,,,Debugging for Reactive Programming,796--807,,12,"debugging, functional-reactive programming",10.1145/2884781.2884815,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884786,Aditya  Desai and Sumit  Gulwani and Vineet  Hingorani and Nidhi  Jain and Amey  Karkare and Mark  Marron and Sailesh  R and Subhajit  Roy,,,,Program Synthesis Using Natural Language,345--356,,12,,10.1145/2884781.2884786,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884853,Nariman  Mirzaei and Joshua  Garcia and Hamid  Bagheri and Alireza  Sadeghi and Sam  Malek,,,,Reducing Combinatorics in GUI Testing of Android Applications,559--570,,12,"android, input generation, software testing",10.1145/2884781.2884853,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884812,Prem  Devanbu and Thomas  Zimmermann and Christian  Bird,,,,Belief &#38; Evidence in Empirical Software Engineering,108--119,,12,,10.1145/2884781.2884812,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884848,Baishakhi  Ray and Vincent  Hellendoorn and Saheel  Godhane and Zhaopeng  Tu and Alberto  Bacchelli and Premkumar  Devanbu,,,,On the Naturalness of Buggy Code,428--439,,12,,10.1145/2884781.2884848,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884810,Irene  Manotas and Christian  Bird and Rui  Zhang and David  Shepherd and Ciera  Jaspan and Caitlin  Sadowski and Lori  Pollock and James  Clause,,,,An Empirical Study of Practitioners' Perspectives on Green Software Engineering,237--248,,12,"empirical study, green software engineering, survey",10.1145/2884781.2884810,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884797,Reza  Matinnejad and Shiva  Nejati and Lionel C. Briand and Thomas  Bruckmann,,,,Automated Test Suite Generation for Time-continuous Simulink Models,595--606,,12,"Simulink Design Verifier (SLDV), output diversity, search-based software testing, signal features, simulink models, software testing, structural coverage, time-continuous behaviors",10.1145/2884781.2884797,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884852,Patanamon  Thongtanunam and Shane  McIntosh and Ahmed E. Hassan and Hajimu  Iida,,,,Revisiting Code Ownership and Its Relationship with Software Quality in the Scope of Modern Code Review,1039--1050,,12,"expertise, ownership, software quality",10.1145/2884781.2884852,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884790,Sarah  Nadi and Stefan  Kr&#252;ger and Mira  Mezini and Eric  Bodden,,,,Jumping Through Hoops: Why Do Java Developers Struggle with Cryptography APIs?,935--946,,12,"API misuse, cryptography, empirical software engineering",10.1145/2884781.2884790,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884833,Klaas-Jan  Stol and Paul  Ralph and Brian  Fitzgerald,,,,Grounded Theory in Software Engineering Research: A Critical Review and Guidelines,120--131,,12,"grounded theory, guidelines, review, software engineering",10.1145/2884781.2884833,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884842,Adi  Omari and Sharon  Shoham and Eran  Yahav,,,,Cross-supervised Synthesis of Web-crawlers,368--379,,12,,10.1145/2884781.2884842,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884787,Rahul  Gopinath and Mohammad Amin Alipour and Iftekhar  Ahmed and Carlos  Jensen and Alex  Groce,,,,On the Limits of Mutation Reduction Strategies,511--522,,12,"mutation analysis, software testing, statistical analysis, theoretical analysis",10.1145/2884781.2884787,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884867,Ding  Li and Yingjun  Lyu and Jiaping  Gui and William G. J. Halfond,,,,Automated Energy Optimization of HTTP Requests for Mobile Applications,249--260,,12,"HTTP requests, energy optimization, mobile apps",10.1145/2884781.2884867,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884870,Bin  Liang and Pan  Bian and Yan  Zhang and Wenchang  Shi and Wei  You and Yan  Cai,,,,AntMiner: Mining More Bugs by Reducing Noise Interference,333--344,,12,"bug detection, code mining, program slicing",10.1145/2884781.2884870,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884819,Yan  Cai and Lingwei  Cao,,,,Fixing Deadlocks via Lock Pre-acquisitions,1109--1120,,12,"deadlock, fixing, lock order, multithreaded program",10.1145/2884781.2884819,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884877,Hitesh  Sajnani and Vaibhav  Saini and Jeffrey  Svajlenko and Chanchal K. Roy and Cristina V. Lopes,,,,SourcererCC: Scaling Code Clone Detection to Big-code,1157--1168,,12,,10.1145/2884781.2884877,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884834,Xiaoyuan  Xie and Zicong  Liu and Shuo  Song and Zhenyu  Chen and Jifeng  Xuan and Baowen  Xu,,,,Revisit of Automatic Debugging via Human Focus-tracking Analysis,808--819,,12,"attention tracking, automated debugging, fault comprehension, navigation pattern, spectrum-based fault localization, user studies",10.1145/2884781.2884834,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884864,Saba  Alimadadi and Ali  Mesbah and Karthik  Pattabiraman,,,,Understanding Asynchronous Interactions in Full-stack JavaScript,1169--1180,,12,"asynchronicity, full-stack JavaScript, program comprehension",10.1145/2884781.2884864,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884817,Konstantin  Rubinov and Lucia  Rosculete and Tulika  Mitra and Abhik  Roychoudhury,,,,Automated Partitioning of Android Applications for Trusted Execution Environments,923--934,,12,,10.1145/2884781.2884817,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884804,Song  Wang and Taiyue  Liu and Lin  Tan,,,,Automatically Learning Semantic Features for Defect Prediction,297--308,,12,,10.1145/2884781.2884804,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884794,Bihuan  Chen and Yang  Liu and Wei  Le,,,,Generating Performance Distributions via Probabilistic Symbolic Execution,49--60,,12,"performance analysis, symbolic execution",10.1145/2884781.2884794,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884881,Juan  Zhai and Jianjun  Huang and Shiqing  Ma and Xiangyu  Zhang and Lin  Tan and Jianhua  Zhao and Feng  Qin,,,,Automatic Model Generation from Documentation for Java API Functions,380--391,,12,,10.1145/2884781.2884881,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884856,Jinseong  Jeon and Xiaokang  Qiu and Jonathan  Fetter-Degges and Jeffrey S. Foster and Armando  Solar-Lezama,,,,Synthesizing Framework Models for Symbolic Execution,156--167,,12,"framework model, program synthesis, sketch, symbolic execution",10.1145/2884781.2884856,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884843,Maria  Christakis and Peter  M&#252;ller and Valentin  W&#252;stholz,,,,Guiding Dynamic Symbolic Execution Toward Unverified Program Executions,144--155,,12,,10.1145/2884781.2884843,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884869,Samir  Hasan and Zachary  King and Munawar  Hafiz and Mohammed  Sayagh and Bram  Adams and Abram  Hindle,,,,Energy Profiles of Java Collections Classes,225--236,,12,"API, Java, collections, energy profile",10.1145/2884781.2884869,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884809,David  Menendez and Santosh  Nagarakatte,,,,Termination-checking for LLVM Peephole Optimizations,191--202,,12,"alive, compiler verification, peephole optimization, termination",10.1145/2884781.2884809,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884800,Christoph  Treude and Martin P. Robillard,,,,Augmenting API Documentation with Insights from Stack Overflow,392--403,,12,"API documentation, insight sentences, stack overflow",10.1145/2884781.2884800,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884873,Tam The Nguyen and Hung Viet Pham and Phong Minh Vu and Tung Thanh Nguyen,,,,Learning API Usages from Bytecode: A Statistical Approach,416--427,,12,"API usage, mobile apps, statistical model",10.1145/2884781.2884873,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884850,Cindy  Rubio-Gonz&#225;lez and Cuong  Nguyen and Benjamin  Mehne and Koushik  Sen and James  Demmel and William  Kahan and Costin  Iancu and Wim  Lavrijsen and David H. Bailey and David  Hough,,,,Floating-point Precision Tuning Using Blame Analysis,1074--1085,,12,"floating point, mixed precision, program optimization",10.1145/2884781.2884850,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884859,Monika  Dhok and Murali Krishna Ramanathan and Nishant  Sinha,,,,Type-aware Concolic Testing of JavaScript Programs,168--179,,12,"JavaScript, dynamic analysis, testing",10.1145/2884781.2884859,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884829,Marija  Selakovic and Michael  Pradel,,,,Performance Issues and Optimizations in JavaScript: An Empirical Study,61--72,,12,,10.1145/2884781.2884829,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884803,Sebastian C. M&#252;ller and Thomas  Fritz,,,,Using (Bio)Metrics to Predict Code Quality Online,452--463,,12,,10.1145/2884781.2884803,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884876,Valerio  Terragni and Shing-Chi  Cheung,,,,Coverage-driven Test Code Generation for Concurrent Classes,1121--1132,,12,"automated test generation, interleaving coverage criteria",10.1145/2884781.2884876,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884846,Magnus  Madsen and Frank  Tip and Esben  Andreasen and Koushik  Sen and Anders  M&#248;ller,,,,Feedback-directed Instrumentation for Deployed JavaScript Applications,899--910,,12,,10.1145/2884781.2884846,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884793,Fl&#225;vio  Medeiros and Christian  K&#228;stner and M&#225;rcio  Ribeiro and Rohit  Gheyi and Sven  Apel,,,,A Comparison of 10 Sampling Algorithms for Configurable Systems,643--654,,12,,10.1145/2884781.2884793,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884791,Christopher  Henard and Mike  Papadakis and Mark  Harman and Yue  Jia and Yves  Le Traon,,,,Comparing White-box and Black-box Test Prioritization,523--534,,12,"black-box, regression testing, white-box",10.1145/2884781.2884791,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884831,Jean  Melo and Claus  Brabrand and Andrzej  W&#261;sowski,,,,How Does the Degree of Variability Affect Bug Finding?,679--690,,12,"bug finding, preprocessors, variability",10.1145/2884781.2884831,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884801,Preethu Rose Anish and Balaji  Balasubramaniam and Abhishek  Sainani and Jane  Cleland-Huang and Maya  Daneva and Roel J. Wieringa and Smita  Ghaisas,,,,Probing for Requirements Knowledge to Stimulate Architectural Thinking,843--854,,12,"PQ-flows, Probing Questions (PQs), architecturally significant requirements, automated requirement classification, functional requirements, requirements knowledge",10.1145/2884781.2884801,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884847,Sebastiano  Panichella and Annibale  Panichella and Moritz  Beller and Andy  Zaidman and Harald C. Gall,,,,The Impact of Test Case Summaries on Bug Fixing Performance: An Empirical Investigation,547--558,,12,"empirical study, est case summarization, software testing",10.1145/2884781.2884847,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884823,Reimar  Schr&#246;ter and Sebastian  Krieter and Thomas  Th&#252;m and Fabian  Benduhn and Gunter  Saake,,,,Feature-model Interfaces: The Highway to Compositional Analyses of Highly-configurable Systems,667--678,,12,"compositionality, configurable software, feature model, modularity, software product line, variability modeling",10.1145/2884781.2884823,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884845,Hristina  Palikareva and Tomasz  Kuchta and Cristian  Cadar,,,,Shadow of a Doubt: Testing for Divergences Between Software Versions,1181--1192,,12,"cross-version checks, regression bugs, symbolic patch testing",10.1145/2884781.2884845,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884862,Xin  Ye and Hui  Shen and Xiao  Ma and Razvan  Bunescu and Chang  Liu,,,,From Word Embeddings to Document Similarities for Improved Information Retrieval in Software Engineering,404--415,,12,"API documents, bug localization, bug reports, skip-gram model, word embeddings",10.1145/2884781.2884862,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884835,Eric F. Rizzi and Sebastian  Elbaum and Matthew B. Dwyer,,,,"On the Techniques We Create, the Tools We Build, and Their Misalignments: A Study of KLEE",132--143,,12,"replication, research incentives, research tools and infrastructure",10.1145/2884781.2884835,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884784,Tongping  Liu and Charlie  Curtsinger and Emery D. Berger,,,,DoubleTake: Fast and Precise Error Detection via Evidence-based Dynamic Analysis,911--922,,12,"buffer overflow detection, debugging, dynamic analysis, leak detection, software quality, testing, use-after-free detection",10.1145/2884781.2884784,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884824,Luca  Ponzanelli and Gabriele  Bavota and Andrea  Mocci and Massimiliano  Di Penta and Rocco  Oliveto and Mir  Hasan and Barbara  Russo and Sonia  Haiduc and Michele  Lanza,,,,Too Long; Didn'T Watch!: Extracting Relevant Fragments from Software Development Video Tutorials,261--272,,12,"mining unstructured data, recommender systems",10.1145/2884781.2884824,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884806,Igor  Steinmacher and Tayana Uchoa Conte and Christoph  Treude and Marco Aur&#233;lio Gerosa,,,,Overcoming Open Source Project Entry Barriers with a Portal for Newcomers,273--284,,12,"barriers, beginners, joining process, newbies, newcomers, novices, obstacles, onboarding, open source software",10.1145/2884781.2884806,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884783,Miryung  Kim and Thomas  Zimmermann and Robert  DeLine and Andrew  Begel,,,,The Emerging Role of Data Scientists on Software Development Teams,96--107,,12,,10.1145/2884781.2884783,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884857,Chakkrit  Tantithamthavorn and Shane  McIntosh and Ahmed E. Hassan and Kenichi  Matsumoto,,,,Automated Parameter Optimization of Classification Techniques for Defect Prediction Models,321--332,,12,"classification techniques, experimental design, parameter optimization, software defect prediction",10.1145/2884781.2884857,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884826,Georgios  Gousios and Margaret-Anne  Storey and Alberto  Bacchelli,,,,Work Practices and Challenges in Pull-based Development: The Contributor's Perspective,285--296,,12,"GitHub, distributed software development, open source contribution, pull request, pull-based development",10.1145/2884781.2884826,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884868,Willian  Oizumi and Alessandro  Garcia and Leonardo  da Silva Sousa and Bruno  Cafeo and Yixue  Zhao,,,,Code Anomalies Flock Together: Exploring Code Anomaly Agglomerations for Locating Design Problems,440--451,,12,,10.1145/2884781.2884868,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884872,Fan  Long and Martin  Rinard,,,,An Analysis of the Search Spaces for Generate and Validate Patch Generation Systems,702--713,,12,"patch generation, program repair, search space",10.1145/2884781.2884872,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
