type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,2884855,Rocky  Slavin and Xiaoyin  Wang and Mitra Bokaei Hosseini and James  Hester and Ram  Krishnan and Jaspreet  Bhatia and Travis D. Breaux and Jianwei  Niu,,,,Toward a Framework for Detecting Privacy Policy Violations in Android Application Code,25--36,,12,"android applications, privacy policies, violation detection",10.1145/2884781.2884855,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884854,Zhengrui  Qin and Yutao  Tang and Ed  Novak and Qun  Li,,,,MobiPlay: A Remote Execution Based Record-and-replay Tool for Mobile Applications,571--582,,12,"google android, mobile application, record-and-replay, secure virtual mobile platform, virtual machine",10.1145/2884781.2884854,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884871,Julia  Rubin and Martin  Rinard,,,,The Challenges of Staying Together While Moving Fast: An Exploratory Study,982--993,,12,,10.1145/2884781.2884871,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884849,Phillip Merlin Uesbeck and Andreas  Stefik and Stefan  Hanenberg and Jan  Pedersen and Patrick  Daleiden,,,,An Empirical Study on the Impact of C++ Lambdas and Programmer Experience,760--771,,12,"C++11, human factors, lambda expressions",10.1145/2884781.2884849,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884796,Shing-Chi  Cheung and Wanjun  Chen and Yepang  Liu and Chang  Xu,,,,CUSTODES: Automatic Spreadsheet Cell Clustering and Smell Detection Using Strong and Weak Features,464--475,,12,"cell clustering, end-user programming, feature modeling, smell detection, spreadsheets",10.1145/2884781.2884796,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884866,Tingting  Yu and Xiao  Qu and Myra B. Cohen,,,,VDTest: An Automated Framework to Support Testing for Virtual Devices,583--594,,12,"device drivers, test oracles, testing, virtual devices",10.1145/2884781.2884866,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884836,Joseph P. Near and Daniel  Jackson,,,,Finding Security Bugs in Web Applications Using a Catalog of Access Control Patterns,947--958,,12,"access control, bug finding, web application security",10.1145/2884781.2884836,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884875,Bogdan  Vasilescu and Kelly  Blincoe and Qi  Xuan and Casey  Casalnuovo and Daniela  Damian and Premkumar  Devanbu and Vladimir  Filkov,,,,The Sky is Not the Limit: Multitasking Across GitHub Projects,994--1005,,12,"GitHub, multitasking, productivity",10.1145/2884781.2884875,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884858,Nawrin  Sultana and Justin  Middleton and Jeffrey  Overbey and Munawar  Hafiz,,,,Understanding and Fixing Multiple Language Interoperability Issues: The C/Fortran Case,772--783,,12,"C, fortran, language interoperability, polyglot, refactoring",10.1145/2884781.2884858,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884827,Xiao-Yuan  Jing and Fumin  Qi and Fei  Wu and Baowen  Xu,,,,Missing Data Imputation Based on Low-rank Recovery and Semi-supervised Regression for Software Effort Estimation,607--618,,12,"drive factor missing case, effort label missing case, low-rank recovery and semi-supervised regression imputation (LRSRI), missing data problem, software effort estimation",10.1145/2884781.2884827,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884874,Yafeng  Lu and Yiling  Lou and Shiyang  Cheng and Lingming  Zhang and Dan  Hao and Yangfan  Zhou and Lu  Zhang,,,,How Does Regression Test Prioritization Perform in Real-world Software Evolution?,535--546,,12,,10.1145/2884781.2884874,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884813,Muhammad Ali Gulzar and Matteo  Interlandi and Seunghyun  Yoo and Sai Deep Tetali and Tyson  Condie and Todd  Millstein and Miryung  Kim,,,,BigDebug: Debugging Primitives for Interactive Big Data Processing in Spark,784--795,,12,"big data analytics, data-intensive scalable computing (DISC), debugging, fault localization and recovery, interactive tools",10.1145/2884781.2884813,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884799,Diomidis  Spinellis and Panos  Louridas and Maria  Kechagia,,,,The Evolution of C Programming Practices: A Study of the Unix Operating System 1973--2015,748--759,,12,"BSD, C, FreeBSD, Unix, coding practices, coding style",10.1145/2884781.2884799,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884839,Feng  Zhang and Quan  Zheng and Ying  Zou and Ahmed E. Hassan,,,,Cross-project Defect Prediction Using a Connectivity-based Unsupervised Classifier,309--320,,12,"cross-project, defect prediction, graph mining, heterogeneity, spectral clustering, unsupervised",10.1145/2884781.2884839,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884822,Lu  Xiao and Yuanfang  Cai and Rick  Kazman and Ran  Mo and Qiong  Feng,,,,Identifying and Quantifying Architectural Debt,488--498,,11,"software architecture, software quality, technical debt",10.1145/2884781.2884822,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884785,Awais  Rashid and Syed Asad Ali Naqvi and Rajiv  Ramdhany and Matthew  Edwards and Ruzanna  Chitchyan and M. Ali Babar,,,,Discovering Unknown Known Security Requirements,866--876,,11,"grounded theory, incident analysis, security requirements",10.1145/2884781.2884785,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884818,Lorenzo  Villarroel and Gabriele  Bavota and Barbara  Russo and Rocco  Oliveto and Massimiliano  Di Penta,,,,Release Planning of Mobile Apps Based on User Reviews,14--24,,11,"mining software repositories, mobile apps, release planning",10.1145/2884781.2884818,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884837,Ronnie E. S. Santos and Fabio Q. B. da Silva and Cleyton V. C. de Magalh&#227;es and Cleviton V. F. Monteiro,,,,Building a Theory of Job Rotation in Software Engineering from an Instrumental Case Study,971--981,,11,"case study, job rotation, performance, software engineering, software teams",10.1145/2884781.2884837,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884838,Dalal  Alrajeh and Axel  van Lamsweerde and Jeff  Kramer and Alessandra  Russo and Sebastian  Uchitel,,,,Risk-driven Revision of Requirements Models,855--865,,11,"goal-oriented requirements engineering, inductive learning, obstacle analysis, requirements completeness, theory revision",10.1145/2884781.2884838,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884878,Junjie  Chen and Wenxiang  Hu and Dan  Hao and Yingfei  Xiong and Hongyu  Zhang and Lu  Zhang and Bing  Xie,,,,An Empirical Comparison of Compiler Testing Techniques,180--190,,11,,10.1145/2884781.2884878,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884865,"Daniel  Fava and Dan  Shapiro and Joseph  Osborn and Martin  Sch&#228;ef and E. James Whitehead,Jr.",,,,Crowdsourcing Program Preconditions via a Classification Game,1086--1096,,11,,10.1145/2884781.2884865,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884805,Nimrod  Busany and Shahar  Maoz,,,,Behavioral Log Analysis with Statistical Guarantees,877--887,,11,"log analysis, specification mining",10.1145/2884781.2884805,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884795,Qingwei  Lin and Jian-Guang  Lou and Hongyu  Zhang and Dongmei  Zhang,,,,iDice: Problem Identification for Emerging Issues,214--224,,11,"effective combination, emerging issues, issue reports, problem diagnostic, problem identification",10.1145/2884781.2884795,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884807,Sergey  Mechtaev and Jooyong  Yi and Abhik  Roychoudhury,,,,Angelix: Scalable Multiline Program Patch Synthesis via Symbolic Analysis,691--701,,11,"angelic forest, multiline patch, program repair, scalable semantics-based repair",10.1145/2884781.2884807,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884879,Chengnian  Sun and Vu  Le and Zhendong  Su,,,,Finding and Analyzing Compiler Warning Defects,203--213,,11,,10.1145/2884781.2884879,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884840,Oleksii  Kononenko and Olga  Baysal and Michael W. Godfrey,,,,Code Review Quality: How Developers See It,1028--1038,,11,"code review, developer perception, review quality, survey",10.1145/2884781.2884840,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884832,Marcello M. Bersani and Domenico  Bianculli and Carlo  Ghezzi and Sr&#273;an  Krsti&#263; and Pierluigi San Pietro,,,,Efficient Large-scale Trace Checking Using Mapreduce,888--898,,11,,10.1145/2884781.2884832,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884860,Yu-Fang  Chen and Chiao  Hsieh and Ond&#345;ej  Leng&#225;l and Tsung-Ju  Lii and Ming-Hsien  Tsai and Bow-Yaw  Wang and Farn  Wang,,,,PAC Learning-based Verification and Model Synthesis,714--724,,11,,10.1145/2884781.2884860,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884861,Tian Huat Tan and Manman  Chen and Jun  Sun and Yang  Liu and &#201;tienne  Andr&#233; and Yinxing  Xue and Jin Song Dong,,,,Optimizing Selection of Competing Services with Probabilistic Hierarchical Refinement,85--95,,11,,10.1145/2884781.2884861,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2889198,Jouni  Lappalainen and Nirnaya  Tripathi and Jouni  Simil&#228;,,,,Teaching a Global Software Development Course: Student Experiences Using Onsite Exercise Simulation,440--450,,11,"course structure, global software development, phenomenography",10.1145/2889160.2889198,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering Companion,ICSE '16,,978-1-4503-4205-6,"Austin, Texas",ACM,"New York, NY, USA"
article,2884851,Peter C. Rigby and Yue Cai Zhu and Samuel M. Donadelli and Audris  Mockus,,,,Quantifying and Mitigating Turnover-induced Knowledge Loss: Case Studies of Chrome and a Project at Avaya,1006--1016,,11,"knowledge distribution, mining software repositories, quantitative risk management, successors, truck factor, turnover",10.1145/2884781.2884851,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884808,Mukund  Raghothaman and Yi  Wei and Youssef  Hamadi,,,,SWIM: Synthesizing What I Mean: Code Search and Idiomatic Snippet Synthesis,357--367,,11,,10.1145/2884781.2884808,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884841,Hui  Liu and Qiurong  Liu and Cristian-Alexandru  Staicu and Michael  Pradel and Yue  Luo,,,,Nomen Est Omen: Exploring and Exploiting Similarities Between Argument and Parameter Names,1063--1073,,11,"empirical study, identifier names, method arguments, name-based program analysis, static analysis",10.1145/2884781.2884841,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884789,Lutz  Prechelt and Holger  Schmeisky and Franz  Zieris,,,,Quality Experience: A Grounded Theory of Successful Agile Projects Without Dedicated Testers,1017--1027,,11,"Agile development, grounded theory methodology, industrial case study, software quality assurance, testing",10.1145/2884781.2884789,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884828,Xuan  Lu and Xuanzhe  Liu and Huoran  Li and Tao  Xie and Qiaozhu  Mei and Dan  Hao and Gang  Huang and Feng  Feng,,,,PRADA: Prioritizing Android Devices for Apps by Mining Large-scale Usage Data,3--13,,11,"android fragmentation, mobile apps, prioritization, usage data",10.1145/2884781.2884828,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2884788,Jonas  Eckhardt and Andreas  Vogelsang and Daniel M&#233;ndez Fern&#225;ndez,,,,Are Non-functional Requirements Really Non-functional?: An Investigation of Non-functional Requirements in Practice,832--842,,11,"classification, empirical studies, model-based development, non-functional requirements",10.1145/2884781.2884788,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering,ICSE '16,,978-1-4503-3900-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2889236,Shreya  Kumar and Charles  Wallace and Michael  Young,,,,Mentoring Trajectories in an Evolving Agile Workplace,142--151,,10,"communities of practice, ethnography, mentoring, participant observation, software engineering",10.1145/2889160.2889236,,,,,,,2016,,Proceedings of the 38th International Conference on Software Engineering Companion,ICSE '16,,978-1-4503-4205-6,"Austin, Texas",ACM,"New York, NY, USA"
